,accuracy,f1,roc_auc,precision,recall,mean
airline,0.7275600000000001,0.6738010967696837,0.7112281691602085,0.748366442657372,0.6373053549926604,0.699652212715985
income,0.84888,0.6518021723052494,0.7617696591116642,0.7313601045272582,0.564099552941204,0.7115822977770752
phishing,0.9898,0.9918853618124164,0.9901508149727452,0.9918320322207472,0.9929739343310832,0.9913284286673983
surgical,0.80488,0.5177260531505514,0.6783662437909995,0.6915647553261884,0.3875693461675146,0.6160212796870508
